class_id,status,difference_kind,case_count,case_label,logical_args,method1_status,method2_status,method1_exception_class,method2_exception_class,error
72,no_difference,,4,,[],,,,,
97,no_difference,,1,,[],,,,,
42,no_difference,,4,,[],,,,,
59,no_difference,,4,,[],,,,,
3,no_difference,,9,,[],,,,,
58,no_difference,,4,,[],,,,,
68,no_difference,,3,,[],,,,,
75,no_difference,,7,,[],,,,,
40,no_difference,,4,,[],,,,,
22,no_difference,,4,,[],,,,,
69,no_difference,,6,,[],,,,,
50,no_difference,,4,,[],,,,,
99,no_difference,,5,,[],,,,,
98,no_difference,,1,,[],,,,,
141,no_difference,,4,,[],,,,,
129,no_difference,,10,,[],,,,,
100,no_difference,,1,,[],,,,,
133,no_difference,,10,,[],,,,,
144,no_difference,,3,,[],,,,,
368,no_difference,,3,,[],,,,,
369,no_difference,,3,,[],,,,,
518,no_difference,,3,,[],,,,,
460,no_difference,,3,,[],,,,,
113,no_difference,,10,,[],,,,,
523,no_difference,,3,,[],,,,,
702,no_difference,,3,,[],,,,,
618,no_difference,,3,,[],,,,,
891,no_difference,,1,,[],,,,,
743,no_difference,,4,,[],,,,,
747,no_difference,,4,,[],,,,,
849,no_difference,,1,,[],,,,,
909,no_difference,,9,,[],,,,,
920,no_difference,,1,,[],,,,,
921,no_difference,,3,,[],,,,,
939,no_difference,,1,,[],,,,,
924,no_difference,,1,,[],,,,,
922,no_difference,,1,,[],,,,,
957,no_difference,,7,,[],,,,,
952,no_difference,,4,,[],,,,,
933,no_difference,,1,,[],,,,,
958,no_difference,,3,,[],,,,,
1004,no_difference,,3,,[],,,,,
955,no_difference,,4,,[],,,,,
1052,no_difference,,3,,[],,,,,
1098,no_difference,,3,,[],,,,,
1163,no_difference,,1,,[],,,,,
1065,no_difference,,3,,[],,,,,
1209,no_difference,,3,,[],,,,,
1111,no_difference,,1,,[],,,,,
1176,no_difference,,3,,[],,,,,
1175,no_difference,,3,,[],,,,,
1295,no_difference,,1,,[],,,,,
1460,no_difference,,1,,[],,,,,
1297,no_difference,,3,,[],,,,,
1445,no_difference,,1,,[],,,,,
1444,no_difference,,3,,[],,,,,
1501,no_difference,,1,,[],,,,,
1530,no_difference,,1,,[],,,,,
1499,no_difference,,1,,[],,,,,
1509,no_difference,,1,,[],,,,,
1488,no_difference,,3,,[],,,,,
1535,no_difference,,3,,[],,,,,
1546,no_difference,,7,,[],,,,,
1632,no_difference,,1,,[],,,,,
1560,no_difference,,1,,[],,,,,
1629,no_difference,,3,,[],,,,,
1662,no_difference,,1,,[],,,,,
1719,no_difference,,3,,[],,,,,
1733,no_difference,,3,,[],,,,,
1781,no_difference,,3,,[],,,,,
1812,no_difference,,1,,[],,,,,
1818,no_difference,,3,,[],,,,,
1736,no_difference,,3,,[],,,,,
1830,no_difference,,3,,[],,,,,
1879,no_difference,,3,,[],,,,,
1923,no_difference,,1,,[],,,,,
1921,no_difference,,1,,[],,,,,
1839,no_difference,,3,,[],,,,,
1906,no_difference,,1,,[],,,,,
1925,no_difference,,1,,[],,,,,
1930,no_difference,,1,,[],,,,,
1931,no_difference,,1,,[],,,,,
1939,no_difference,,3,,[],,,,,
2025,no_difference,,1,,[],,,,,
1964,no_difference,,3,,[],,,,,
2050,no_difference,,3,,[],,,,,
2085,no_difference,,3,,[],,,,,
2059,no_difference,,3,,[],,,,,
2222,no_difference,,1,,[],,,,,
2167,no_difference,,3,,[],,,,,
2123,no_difference,,1,,[],,,,,
2170,no_difference,,3,,[],,,,,
2176,no_difference,,1,,[],,,,,
2219,no_difference,,3,,[],,,,,
2300,no_difference,,1,,[],,,,,
2245,no_difference,,3,,[],,,,,
2267,no_difference,,1,,[],,,,,
2328,no_difference,,1,,[],,,,,
2325,no_difference,,3,,[],,,,,
2356,no_difference,,3,,[],,,,,
2398,no_difference,,1,,[],,,,,
2468,no_difference,,3,,[],,,,,
2378,no_difference,,3,,[],,,,,
2491,no_difference,,3,,[],,,,,
2436,no_difference,,1,,[],,,,,
2478,no_difference,,1,,[],,,,,
2520,no_difference,,4,,[],,,,,
2507,no_difference,,4,,[],,,,,
2518,no_difference,,4,,[],,,,,
2528,no_difference,,3,,[],,,,,
2568,no_difference,,3,,[],,,,,
2599,no_difference,,1,,[],,,,,
2669,no_difference,,1,,[],,,,,
2645,no_difference,,1,,[],,,,,
2704,no_difference,,3,,[],,,,,
2676,no_difference,,9,,[],,,,,
2681,no_difference,,1,,[],,,,,
2667,no_difference,,3,,[],,,,,
2723,no_difference,,12,,[],,,,,
2751,no_difference,,1,,[],,,,,
2715,no_difference,,3,,[],,,,,
2741,no_difference,,4,,[],,,,,
2776,no_difference,,3,,[],,,,,
2848,no_difference,,3,,[],,,,,
2829,no_difference,,3,,[],,,,,
2885,no_difference,,3,,[],,,,,
2763,no_difference,,3,,[],,,,,
2898,no_difference,,1,,[],,,,,
2788,no_difference,,3,,[],,,,,
2804,no_difference,,4,,[],,,,,
2922,no_difference,,4,,[],,,,,
2903,no_difference,,3,,[],,,,,
2950,no_difference,,3,,[],,,,,
2976,no_difference,,3,,[],,,,,
2953,no_difference,,3,,[],,,,,
2939,no_difference,,3,,[],,,,,
2987,no_difference,,9,,[],,,,,
2969,no_difference,,3,,[],,,,,
2965,no_difference,,3,,[],,,,,
2998,no_difference,,3,,[],,,,,
2988,no_difference,,3,,[],,,,,
3016,no_difference,,9,,[],,,,,
3023,no_difference,,3,,[],,,,,
3015,no_difference,,3,,[],,,,,
3042,no_difference,,3,,[],,,,,
3068,no_difference,,1,,[],,,,,
3044,no_difference,,3,,[],,,,,
3069,no_difference,,1,,[],,,,,
3072,no_difference,,1,,[],,,,,
3059,no_difference,,9,,[],,,,,
3073,no_difference,,10,,[],,,,,
3062,no_difference,,4,,[],,,,,
3099,no_difference,,4,,[],,,,,
3117,no_difference,,3,,[],,,,,
3131,no_difference,,9,,[],,,,,
3149,no_difference,,1,,[],,,,,
3164,no_difference,,1,,[],,,,,
3163,no_difference,,1,,[],,,,,
3132,no_difference,,1,,[],,,,,
3166,no_difference,,1,,[],,,,,
3158,no_difference,,1,,[],,,,,
3169,no_difference,,1,,[],,,,,
3174,no_difference,,9,,[],,,,,
3165,no_difference,,4,,[],,,,,
3175,no_difference,,9,,[],,,,,
3180,no_difference,,3,,[],,,,,
3187,no_difference,,6,,[],,,,,
3198,no_difference,,9,,[],,,,,
3196,no_difference,,4,,[],,,,,
3189,no_difference,,4,,[],,,,,
3204,no_difference,,3,,[],,,,,
3201,no_difference,,4,,[],,,,,
3192,no_difference,,4,,[],,,,,
3212,no_difference,,3,,[],,,,,
3207,no_difference,,3,,[],,,,,
3255,no_difference,,3,,[],,,,,
3267,no_difference,,3,,[],,,,,
3223,no_difference,,3,,[],,,,,
3302,no_difference,,3,,[],,,,,
3284,no_difference,,3,,[],,,,,
3268,no_difference,,3,,[],,,,,
3385,no_difference,,3,,[],,,,,
3338,no_difference,,9,,[],,,,,
3342,no_difference,,3,,[],,,,,
3417,no_difference,,4,,[],,,,,
3401,no_difference,,3,,[],,,,,
3368,no_difference,,3,,[],,,,,
3403,no_difference,,4,,[],,,,,
3445,no_difference,,4,,[],,,,,
3461,no_difference,,1,,[],,,,,
3462,no_difference,,7,,[],,,,,
3419,no_difference,,4,,[],,,,,
3402,no_difference,,1,,[],,,,,
3458,no_difference,,4,,[],,,,,
3463,no_difference,,3,,[],,,,,
3412,no_difference,,3,,[],,,,,
3477,no_difference,,3,,[],,,,,
3496,no_difference,,4,,[],,,,,
3513,no_difference,,3,,[],,,,,
3508,no_difference,,1,,[],,,,,
3510,no_difference,,1,,[],,,,,
3490,no_difference,,3,,[],,,,,
3540,no_difference,,3,,[],,,,,
3485,no_difference,,3,,[],,,,,
3548,no_difference,,3,,[],,,,,
3582,no_difference,,3,,[],,,,,
3522,no_difference,,1,,[],,,,,
3573,no_difference,,4,,[],,,,,
3584,no_difference,,4,,[],,,,,
3609,no_difference,,3,,[],,,,,
3622,no_difference,,3,,[],,,,,
3606,no_difference,,9,,[],,,,,
3631,no_difference,,3,,[],,,,,
3621,no_difference,,3,,[],,,,,
3642,no_difference,,3,,[],,,,,
3634,no_difference,,3,,[],,,,,
3643,no_difference,,4,,[],,,,,
3647,no_difference,,1,,[],,,,,
3651,no_difference,,9,,[],,,,,
3653,no_difference,,3,,[],,,,,
3662,no_difference,,7,,[],,,,,
3670,no_difference,,7,,[],,,,,
3686,no_difference,,9,,[],,,,,
3727,no_difference,,4,,[],,,,,
3742,no_difference,,6,,[],,,,,
3733,no_difference,,1,,[],,,,,
3752,no_difference,,6,,[],,,,,
3768,no_difference,,1,,[],,,,,
3750,no_difference,,6,,[],,,,,
3761,no_difference,,6,,[],,,,,
3760,no_difference,,6,,[],,,,,
3775,no_difference,,4,,[],,,,,
3769,no_difference,,3,,[],,,,,
3787,no_difference,,1,,[],,,,,
3791,no_difference,,1,,[],,,,,
3813,no_difference,,3,,[],,,,,
3796,no_difference,,7,,[],,,,,
3804,no_difference,,1,,[],,,,,
3852,no_difference,,3,,[],,,,,
3875,no_difference,,3,,[],,,,,
3864,no_difference,,12,,[],,,,,
3798,no_difference,,1,,[],,,,,
3910,no_difference,,3,,[],,,,,
3831,no_difference,,3,,[],,,,,
3894,no_difference,,3,,[],,,,,
3869,no_difference,,7,,[],,,,,
3913,no_difference,,8,,[],,,,,
3916,no_difference,,7,,[],,,,,
3917,no_difference,,9,,[],,,,,
3918,no_difference,,3,,[],,,,,
3915,no_difference,,7,,[],,,,,
3936,no_difference,,3,,[],,,,,
3944,no_difference,,3,,[],,,,,
3947,no_difference,,3,,[],,,,,
3938,no_difference,,3,,[],,,,,
3948,no_difference,,3,,[],,,,,
3931,no_difference,,1,,[],,,,,
3919,no_difference,,3,,[],,,,,
3949,no_difference,,3,,[],,,,,
3997,no_difference,,1,,[],,,,,
3968,no_difference,,3,,[],,,,,
3976,no_difference,,7,,[],,,,,
3950,no_difference,,3,,[],,,,,
3951,no_difference,,7,,[],,,,,
3963,no_difference,,9,,[],,,,,
4033,no_difference,,4,,[],,,,,
4001,no_difference,,1,,[],,,,,
4000,no_difference,,25,,[],,,,,
4003,no_difference,,7,,[],,,,,
4002,no_difference,,16,,[],,,,,
4007,no_difference,,16,,[],,,,,
4039,no_difference,,4,,[],,,,,
4050,no_difference,,3,,[],,,,,
4047,no_difference,,7,,[],,,,,
4051,no_difference,,9,,[],,,,,
4048,no_difference,,9,,[],,,,,
4069,no_difference,,1,,[],,,,,
4054,no_difference,,4,,[],,,,,
4059,no_difference,,4,,[],,,,,
4073,no_difference,,1,,[],,,,,
4074,no_difference,,1,,[],,,,,
4122,no_difference,,1,,[],,,,,
4131,no_difference,,1,,[],,,,,
4134,no_difference,,7,,[],,,,,
4143,no_difference,,3,,[],,,,,
4176,no_difference,,10,,[],,,,,
4135,no_difference,,7,,[],,,,,
4152,no_difference,,10,,[],,,,,
4147,no_difference,,2,,[],,,,,
4200,no_difference,,10,,[],,,,,
4240,no_difference,,7,,[],,,,,
4233,no_difference,,3,,[],,,,,
4196,no_difference,,6,,[],,,,,
4229,no_difference,,36,,[],,,,,
4247,no_difference,,3,,[],,,,,
4286,no_difference,,3,,[],,,,,
4369,no_difference,,3,,[],,,,,
4266,no_difference,,10,,[],,,,,
4325,no_difference,,3,,[],,,,,
4264,no_difference,,3,,[],,,,,
4304,no_difference,,7,,[],,,,,
4370,no_difference,,3,,[],,,,,
4396,no_difference,,4,,[],,,,,
4395,no_difference,,4,,[],,,,,
4388,no_difference,,3,,[],,,,,
4397,no_difference,,4,,[],,,,,
4372,no_difference,,3,,[],,,,,
4407,no_difference,,1,,[],,,,,
4404,no_difference,,4,,[],,,,,
4399,no_difference,,4,,[],,,,,
4398,no_difference,,9,,[],,,,,
4425,no_difference,,1,,[],,,,,
4408,no_difference,,1,,[],,,,,
4428,no_difference,,1,,[],,,,,
4464,no_difference,,1,,[],,,,,
4443,no_difference,,1,,[],,,,,
4461,no_difference,,1,,[],,,,,
4438,no_difference,,1,,[],,,,,
4446,no_difference,,1,,[],,,,,
4518,no_difference,,1,,[],,,,,
4578,no_difference,,7,,[],,,,,
4472,no_difference,,1,,[],,,,,
4466,no_difference,,1,,[],,,,,
4625,no_difference,,1,,[],,,,,
4471,no_difference,,5,,[],,,,,
4601,no_difference,,3,,[],,,,,
4585,no_difference,,1,,[],,,,,
4646,no_difference,,4,,[],,,,,
4612,no_difference,,1,,[],,,,,
4663,no_difference,,4,,[],,,,,
4619,no_difference,,1,,[],,,,,
4707,no_difference,,1,,[],,,,,
4712,no_difference,,1,,[],,,,,
4698,no_difference,,1,,[],,,,,
4726,no_difference,,4,,[],,,,,
4727,no_difference,,4,,[],,,,,
4728,no_difference,,1,,[],,,,,
4730,no_difference,,1,,[],,,,,
4794,no_difference,,4,,[],,,,,
4830,no_difference,,7,,[],,,,,
4801,no_difference,,7,,[],,,,,
4831,no_difference,,1,,[],,,,,
4782,no_difference,,1,,[],,,,,
4788,no_difference,,1,,[],,,,,
4839,no_difference,,1,,[],,,,,
4835,no_difference,,4,,[],,,,,
4837,no_difference,,4,,[],,,,,
4850,no_difference,,1,,[],,,,,
4861,no_difference,,9,,[],,,,,
4855,no_difference,,4,,[],,,,,
4920,no_difference,,1,,[],,,,,
4862,no_difference,,3,,[],,,,,
4926,no_difference,,1,,[],,,,,
4905,no_difference,,9,,[],,,,,
4925,no_difference,,4,,[],,,,,
4916,no_difference,,31,,[],,,,,
4929,no_difference,,1,,[],,,,,
4927,no_difference,,3,,[],,,,,
4971,no_difference,,5,,[],,,,,
4953,no_difference,,2,,[],,,,,
5006,no_difference,,1,,[],,,,,
5079,no_difference,,3,,[],,,,,
4912,no_difference,,4,,[],,,,,
5066,no_difference,,1,,[],,,,,
5094,no_difference,,1,,[],,,,,
5096,no_difference,,1,,[],,,,,
5083,no_difference,,1,,[],,,,,
5123,no_difference,,4,,[],,,,,
5139,no_difference,,3,,[],,,,,
5151,no_difference,,3,,[],,,,,
5129,no_difference,,7,,[],,,,,
5159,no_difference,,3,,[],,,,,
5131,no_difference,,1,,[],,,,,
4923,no_difference,,10,,[],,,,,
5147,no_difference,,3,,[],,,,,
5225,no_difference,,10,,[],,,,,
5221,no_difference,,10,,[],,,,,
5262,no_difference,,7,,[],,,,,
5270,no_difference,,1,,[],,,,,
5161,no_difference,,3,,[],,,,,
5168,no_difference,,3,,[],,,,,
5293,no_difference,,1,,[],,,,,
5277,no_difference,,4,,[],,,,,
5298,no_difference,,1,,[],,,,,
5310,no_difference,,1,,[],,,,,
5302,no_difference,,4,,[],,,,,
5294,no_difference,,4,,[],,,,,
5285,no_difference,,4,,[],,,,,
5318,no_difference,,3,,[],,,,,
5320,no_difference,,1,,[],,,,,
5309,no_difference,,22,,[],,,,,
5323,no_difference,,9,,[],,,,,
5324,no_difference,,1,,[],,,,,
5378,no_difference,,9,,[],,,,,
5377,no_difference,,9,,[],,,,,
5390,no_difference,,1,,[],,,,,
5382,no_difference,,1,,[],,,,,
5373,no_difference,,9,,[],,,,,
5376,no_difference,,9,,[],,,,,
5392,no_difference,,9,,[],,,,,
5448,no_difference,,1,,[],,,,,
5394,no_difference,,1,,[],,,,,
5396,no_difference,,1,,[],,,,,
5453,no_difference,,9,,[],,,,,
5449,no_difference,,9,,[],,,,,
5499,no_difference,,1,,[],,,,,
5477,no_difference,,1,,[],,,,,
5508,no_difference,,1,,[],,,,,
5512,no_difference,,1,,[],,,,,
5497,no_difference,,1,,[],,,,,
5529,no_difference,,1,,[],,,,,
5504,no_difference,,1,,[],,,,,
5550,no_difference,,1,,[],,,,,
5539,no_difference,,5,,[],,,,,
5510,no_difference,,1,,[],,,,,
5544,no_difference,,4,,[],,,,,
5594,no_difference,,1,,[],,,,,
5648,no_difference,,1,,[],,,,,
5652,no_difference,,9,,[],,,,,
5632,no_difference,,1,,[],,,,,
5643,no_difference,,4,,[],,,,,
5682,no_difference,,1,,[],,,,,
5655,no_difference,,4,,[],,,,,
5732,no_difference,,9,,[],,,,,
5690,no_difference,,1,,[],,,,,
5688,no_difference,,1,,[],,,,,
5726,no_difference,,1,,[],,,,,
5749,no_difference,,1,,[],,,,,
5727,no_difference,,1,,[],,,,,
5751,no_difference,,1,,[],,,,,
5752,no_difference,,1,,[],,,,,
5765,no_difference,,4,,[],,,,,
5842,no_difference,,3,,[],,,,,
5783,no_difference,,11,,[],,,,,
5784,no_difference,,10,,[],,,,,
5830,no_difference,,1,,[],,,,,
5787,no_difference,,1,,[],,,,,
5790,no_difference,,1,,[],,,,,
5869,no_difference,,4,,[],,,,,
5858,no_difference,,3,,[],,,,,
5848,no_difference,,3,,[],,,,,
5871,no_difference,,4,,[],,,,,
5911,no_difference,,7,,[],,,,,
5883,no_difference,,1,,[],,,,,
5888,no_difference,,1,,[],,,,,
5874,no_difference,,1,,[],,,,,
5876,no_difference,,1,,[],,,,,
5908,no_difference,,7,,[],,,,,
5896,no_difference,,1,,[],,,,,
5943,no_difference,,1,,[],,,,,
5942,no_difference,,1,,[],,,,,
5916,no_difference,,7,,[],,,,,
5917,no_difference,,1,,[],,,,,
5972,no_difference,,4,,[],,,,,
5960,no_difference,,3,,[],,,,,
5948,no_difference,,9,,[],,,,,
5974,no_difference,,4,,[],,,,,
5982,no_difference,,1,,[],,,,,
5956,no_difference,,3,,[],,,,,
5989,no_difference,,4,,[],,,,,
6026,no_difference,,3,,[],,,,,
6006,no_difference,,7,,[],,,,,
6010,no_difference,,3,,[],,,,,
5985,no_difference,,4,,[],,,,,
6024,no_difference,,1,,[],,,,,
6044,no_difference,,3,,[],,,,,
6028,no_difference,,3,,[],,,,,
6104,no_difference,,3,,[],,,,,
6119,no_difference,,4,,[],,,,,
6114,no_difference,,1,,[],,,,,
6118,no_difference,,1,,[],,,,,
6097,no_difference,,3,,[],,,,,
6115,no_difference,,1,,[],,,,,
6184,no_difference,,7,,[],,,,,
6186,no_difference,,9,,[],,,,,
6116,no_difference,,1,,[],,,,,
6187,no_difference,,7,,[],,,,,
6199,no_difference,,3,,[],,,,,
6194,no_difference,,3,,[],,,,,
6213,no_difference,,3,,[],,,,,
6224,no_difference,,3,,[],,,,,
6252,no_difference,,1,,[],,,,,
6232,no_difference,,3,,[],,,,,
6237,no_difference,,3,,[],,,,,
6251,no_difference,,1,,[],,,,,
6280,no_difference,,3,,[],,,,,
6247,no_difference,,1,,[],,,,,
6294,no_difference,,1,,[],,,,,
6303,no_difference,,3,,[],,,,,
6320,no_difference,,3,,[],,,,,
6322,no_difference,,1,,[],,,,,
6321,no_difference,,3,,[],,,,,
6323,no_difference,,1,,[],,,,,
6319,no_difference,,3,,[],,,,,
6324,no_difference,,1,,[],,,,,
6351,no_difference,,1,,[],,,,,
6390,no_difference,,1,,[],,,,,
6358,no_difference,,1,,[],,,,,
6383,no_difference,,3,,[],,,,,
6395,no_difference,,1,,[],,,,,
6407,no_difference,,1,,[],,,,,
6493,no_difference,,1,,[],,,,,
6417,no_difference,,1,,[],,,,,
6505,no_difference,,3,,[],,,,,
6504,no_difference,,1,,[],,,,,
6506,no_difference,,1,,[],,,,,
6515,no_difference,,1,,[],,,,,
6525,no_difference,,1,,[],,,,,
6460,no_difference,,1,,[],,,,,
6509,no_difference,,10,,[],,,,,
6534,no_difference,,1,,[],,,,,
6543,no_difference,,1,,[],,,,,
6548,no_difference,,4,,[],,,,,
6559,no_difference,,1,,[],,,,,
6560,no_difference,,6,,[],,,,,
6564,no_difference,,3,,[],,,,,
6589,no_difference,,3,,[],,,,,
6571,no_difference,,3,,[],,,,,
6584,no_difference,,1,,[],,,,,
6581,no_difference,,3,,[],,,,,
6608,no_difference,,1,,[],,,,,
6599,no_difference,,3,,[],,,,,
6605,no_difference,,3,,[],,,,,
6606,no_difference,,1,,[],,,,,
6610,no_difference,,1,,[],,,,,
6614,no_difference,,1,,[],,,,,
6612,no_difference,,6,,[],,,,,
6646,no_difference,,1,,[],,,,,
6611,no_difference,,1,,[],,,,,
6647,no_difference,,1,,[],,,,,
6660,no_difference,,1,,[],,,,,
6670,no_difference,,1,,[],,,,,
6613,no_difference,,8,,[],,,,,
6674,no_difference,,9,,[],,,,,
6667,no_difference,,13,,[],,,,,
6681,no_difference,,3,,[],,,,,
6688,no_difference,,1,,[],,,,,
6694,no_difference,,1,,[],,,,,
6702,no_difference,,1,,[],,,,,
6718,no_difference,,1,,[],,,,,
6754,no_difference,,1,,[],,,,,
6724,no_difference,,1,,[],,,,,
6751,no_difference,,1,,[],,,,,
6759,no_difference,,1,,[],,,,,
6728,no_difference,,1,,[],,,,,
6779,no_difference,,1,,[],,,,,
6774,no_difference,,1,,[],,,,,
6765,no_difference,,1,,[],,,,,
6771,no_difference,,1,,[],,,,,
6782,no_difference,,1,,[],,,,,
6784,no_difference,,1,,[],,,,,
6795,no_difference,,4,,[],,,,,
6802,no_difference,,3,,[],,,,,
6793,no_difference,,15,,[],,,,,
6807,no_difference,,1,,[],,,,,
6812,no_difference,,3,,[],,,,,
6800,no_difference,,3,,[],,,,,
6813,no_difference,,1,,[],,,,,
6833,no_difference,,3,,[],,,,,
6815,no_difference,,1,,[],,,,,
6838,no_difference,,1,,[],,,,,
6817,no_difference,,1,,[],,,,,
6836,no_difference,,3,,[],,,,,
6912,no_difference,,1,,[],,,,,
6865,no_difference,,1,,[],,,,,
6843,no_difference,,1,,[],,,,,
6887,no_difference,,1,,[],,,,,
6864,no_difference,,1,,[],,,,,
6863,no_difference,,1,,[],,,,,
6916,no_difference,,1,,[],,,,,
6919,no_difference,,1,,[],,,,,
6929,no_difference,,1,,[],,,,,
6928,no_difference,,1,,[],,,,,
6950,no_difference,,1,,[],,,,,
6935,no_difference,,4,,[],,,,,
6922,no_difference,,4,,[],,,,,
6964,no_difference,,1,,[],,,,,
6985,no_difference,,1,,[],,,,,
7008,no_difference,,1,,[],,,,,
7003,no_difference,,1,,[],,,,,
7010,no_difference,,4,,[],,,,,
7026,no_difference,,1,,[],,,,,
7029,no_difference,,4,,[],,,,,
7037,no_difference,,1,,[],,,,,
7036,no_difference,,1,,[],,,,,
7028,no_difference,,1,,[],,,,,
7025,no_difference,,16,,[],,,,,
7049,no_difference,,9,,[],,,,,
7066,no_difference,,1,,[],,,,,
7067,no_difference,,1,,[],,,,,
7083,no_difference,,4,,[],,,,,
7090,no_difference,,6,,[],,,,,
7092,no_difference,,1,,[],,,,,
7094,no_difference,,1,,[],,,,,
7123,no_difference,,1,,[],,,,,
7110,no_difference,,1,,[],,,,,
7095,no_difference,,1,,[],,,,,
7124,no_difference,,1,,[],,,,,
7097,no_difference,,1,,[],,,,,
7127,no_difference,,1,,[],,,,,
7128,no_difference,,1,,[],,,,,
7130,no_difference,,1,,[],,,,,
7153,no_difference,,1,,[],,,,,
7157,no_difference,,7,,[],,,,,
7187,no_difference,,3,,[],,,,,
7194,no_difference,,1,,[],,,,,
7189,no_difference,,3,,[],,,,,
7202,no_difference,,1,,[],,,,,
7193,no_difference,,3,,[],,,,,
7212,no_difference,,3,,[],,,,,
7203,no_difference,,1,,[],,,,,
7196,no_difference,,7,,[],,,,,
7223,no_difference,,9,,[],,,,,
7218,no_difference,,1,,[],,,,,
7242,no_difference,,3,,[],,,,,
7250,no_difference,,1,,[],,,,,
7248,no_difference,,7,,[],,,,,
